iteration,loss,accuracy
100,2.233354091644287,0.399658203125
200,2.068819999694824,0.3984375
300,1.9535377025604248,0.426513671875
400,1.9370499849319458,0.438232421875
500,1.8990875482559204,0.4359130859375
600,1.95728600025177,0.4395751953125
700,1.9408330917358398,0.4356689453125
800,1.83113431930542,0.45654296875
900,1.8424477577209473,0.4678955078125
1000,1.7761986255645752,0.4742431640625
1100,1.8394496440887451,0.464599609375
1200,1.8563740253448486,0.4539794921875
1300,1.7824972867965698,0.4783935546875
1400,1.7715015411376953,0.4742431640625
1500,1.9159995317459106,0.444580078125
1600,1.8525431156158447,0.4569091796875
1700,1.850672960281372,0.4625244140625
1800,1.8306102752685547,0.4599609375
1900,1.8000712394714355,0.4654541015625
2000,1.8799998760223389,0.4527587890625
2100,1.666612982749939,0.505126953125
2200,1.7613623142242432,0.48486328125
2300,1.6967101097106934,0.5069580078125
2400,1.7060272693634033,0.5006103515625
2500,1.7003430128097534,0.4920654296875
2600,1.63252592086792,0.5291748046875
2700,1.6384575366973877,0.5032958984375
2800,1.6878632307052612,0.5093994140625
2900,1.7141371965408325,0.4774169921875
3000,1.6429860591888428,0.5113525390625
3100,1.7086838483810425,0.493896484375
3200,1.7462949752807617,0.479736328125
3300,1.6446260213851929,0.5157470703125
3400,1.7019941806793213,0.4952392578125
3500,1.680619716644287,0.5035400390625
3600,1.6865506172180176,0.501220703125
3700,1.7146461009979248,0.5023193359375
3800,1.6080681085586548,0.5206298828125
3900,1.7470554113388062,0.4774169921875
4000,1.664703607559204,0.5125732421875
4100,1.6620335578918457,0.514892578125
4200,1.7565902471542358,0.4825439453125
4300,1.6135159730911255,0.515869140625
4400,1.6364668607711792,0.52001953125
4500,1.593863844871521,0.5250244140625
4600,1.6966191530227661,0.508544921875
4700,1.636240005493164,0.5203857421875
4800,1.6547770500183105,0.5087890625
4900,1.6698325872421265,0.515380859375
5000,1.646409511566162,0.523193359375
5100,1.6250743865966797,0.5177001953125
5200,1.5012725591659546,0.54931640625
5300,1.5821176767349243,0.5343017578125
5400,1.566744327545166,0.537841796875
5500,1.6819664239883423,0.498779296875
5600,1.6059244871139526,0.5126953125
5700,1.6300666332244873,0.5162353515625
5800,1.6228666305541992,0.51904296875
5900,1.608231544494629,0.5213623046875
6000,1.6910831928253174,0.513916015625
6100,1.6516075134277344,0.5087890625
6200,1.5755201578140259,0.539306640625
6300,1.5696005821228027,0.5399169921875
6400,1.5722386837005615,0.5323486328125
6500,1.588188886642456,0.525634765625
6600,1.5725752115249634,0.5301513671875
6700,1.5791369676589966,0.5250244140625
6800,1.5696054697036743,0.5357666015625
6900,1.6687977313995361,0.502685546875
7000,1.5937471389770508,0.524658203125
7100,1.667930245399475,0.5123291015625
7200,1.5144270658493042,0.5513916015625
7300,1.6103464365005493,0.522705078125
7400,1.69230318069458,0.500244140625
7500,1.622450351715088,0.5166015625
7600,1.5457075834274292,0.542236328125
7700,1.574692726135254,0.5291748046875
7800,1.6182645559310913,0.5111083984375
7900,1.6530158519744873,0.5062255859375
8000,1.5881881713867188,0.5301513671875
8100,1.5226510763168335,0.546875
8200,1.5715785026550293,0.5313720703125
8300,1.5056352615356445,0.549560546875
8400,1.6141725778579712,0.523681640625
8500,1.608458161354065,0.52099609375
8600,1.5899407863616943,0.5284423828125
8700,1.6828054189682007,0.511962890625
8800,1.5604654550552368,0.540283203125
8900,1.5620124340057373,0.543212890625
9000,1.5249992609024048,0.54541015625
9100,1.6809132099151611,0.507080078125
9200,1.6248570680618286,0.517822265625
9300,1.5723110437393188,0.5301513671875
9400,1.537644624710083,0.5472412109375
9500,1.5275801420211792,0.538818359375
9600,1.6040233373641968,0.5240478515625
9700,1.6514537334442139,0.51904296875
9800,1.6678510904312134,0.5057373046875
9900,1.5125081539154053,0.5562744140625
10000,1.5388109683990479,0.5380859375
